epd,move,eval,depth,pv,engine
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,e5e6,396,32,e5e6 d7e5 f3e5 d6e5 e3g4 f7f5 g4h6,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,e5d6,30,32,e5d6 c7d6 c2d1 d7e5 f3e5 a1e5 e3c4,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,e3g4,0,32,e3g4 d7e5 g4e5 a1e5 f3e5 d6e5 c2c3,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,e3c4,0,32,e3c4 d7e5 c4e5 a1e5 f3e5 d6e5 c2c3,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,f3h4,0,32,f3h4 d7e5 f2f4 e5d7 e3g4 d7f6 g4h6,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,h3h4,0,32,h3h4 d7e5 f3e5 d6e5 h4h5 a1d4 h5g6,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,c2d2,-57,32,c2d2 d7e5 f3e5 a1e5 e3c4 e5g7 b1c2,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,c2c1,-76,32,c2c1 d7e5 f3e5 a1e5 e3c4 e5g7 c1f4,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,c2e2,-125,32,c2e2 d7e5 f3d2 a1d4 e3c2 d4b2 c2e3,Stockfish 15
2b2rk1/2qn1p2/p2p2pp/2pPP3/8/4NN1P/P1Q2PP1/bB2R1K1 w - -,c2b3,-158,32,c2b3 d7e5 f3e5 a1e5 e3c4 e5f6 b3b6,Stockfish 15
