epd,move,eval,depth,pv,engine
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,e4e5,201,32,e4e5 f6d7 e5d6 c6d6 a4c3 f7f5 d5d6,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,a4c3,101,32,a4c3 f6e4 c3e4 e6e4 f1f7 e4c4 f7f1,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,d1f3,22,32,d1f3 b8e8 a4c3 f6e4 c3e4 e6e4 f3d1,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,h2h3,0,32,h2h3 f6e4 d5d3 c6c7 a4c3 e4c3 d3c3,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,d5d3,0,32,d5d3 f6e4 h2h3 c6c7 a4c3 e4c3 d3c3,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,d1d3,0,32,d1d3 f6e4 h2h3 b8c7 a2a3 h7h5 a4c3,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,d1e1,0,32,d1e1 f6e4 a4c3 e4c3 e1c3 c6c5 c3d2,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,d5d4,0,32,d5d4 f6e4 d1e1 b8e8 h2h3 e4c5 e1a5,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,d1c1,0,32,d1c1 f6e4 d5d3 b8c7 c1d1 c7b7 h2h3,Stockfish 15
1q4k1/5p1p/p1rprnp1/3R4/N1P1P3/1P6/P5PP/3Q1R1K w - -,a4b2,0,32,a4b2 c6c8 d5d3 f6e4 d3f3 f7f5 b2d3,Stockfish 15
