epd,move,eval,depth,pv,engine
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,c4c5,-75,32,c4c5 d6d5 c2d2 h7h6 d3d4 h4h3 d4e5,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,g1f1,-162,32,g1f1 h4h3 f1e2 d7f8 e1g1 f8e6 g1g3,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,c2e2,-212,32,c2e2 d7f8 f3f4 h4h3 e2f1 h3f5 f1g2,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,e3a7,-234,32,e3a7 b8a8 c4c5 a8a7 c5d6 d7f8 c2c5,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,g1g2,-242,32,g1g2 d7f8 e1h1 h4h5 h3h4 c8b7 h1h3,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,d3d4,-337,32,d3d4 e5d4 e3d2 h4h3 e1e8 d7f8 c4c5,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,a1a5,-350,32,a1a5 c7c5 g1f1 c8b7 f1e2 b8f8 e2d1,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,c2c1,-468,32,c2c1 h4h3 c4c5 h3f3 c5c6 d7f8 c1c4,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,a1d1,-533,32,a1d1 h4h3 c4c5 h3f3 d3d4 d7f8 c2e2,Stockfish 15
1rb3k1/2pn2pp/p2p4/4p3/1pP4q/1P1PBP1P/1PQ2P2/R3R1K1 w - -,a1c1,-535,32,a1c1 h4h3 c4c5 d6d5 c2e2 d7f8 e2f1,Stockfish 15
